Spectrum Name:
Description:
Student ID:
Detector Used:
Comments:
Acquisition Mode:	PHA Pre-Amp
High Voltage:	1000
Conversion Gain:	4096
Coarse Gain:	2
Fine Gain:	0
Upper Discriminator:	4191
Lower Discriminator:	119
Calibration Coefficients:	77.83603669724761	1.692220183486239
Calibration Channels:	345	236
Calibration Energies:	661.652	477.2
Elapsed Real Time:	86400.0
Elapsed Live Time:	85187.09
Start Time:	enero 02, 2002, 01:03:32
End Time:	enero 03, 2002, 01:03:32
ROIs:
ROI:	Low	High	Gross	Net	FWHM	Centroid

1	315	371	8730821	173296	23	340

Channel Data:
Channel	Energy	Counts
348	348.0	142884
349	349.0	141106
350	350.0	139245
351	351.0	136619
352	352.0	134893
353	353.0	134967
354	354.0	132747
355	355.0	130215
356	356.0	129904
357	357.0	129489
358	358.0	126863
359	359.0	126649
360	360.0	124622
361	361.0	125049
362	362.0	122884
363	363.0	121956
364	364.0	121705
365	365.0	121518
366	366.0	120657
367	367.0	119125
368	368.0	119076
369	369.0	119145
370	370.0	118056
371	371.0	116507
372	372.0	116246
373	373.0	117398
374	374.0	115994
375	375.0	115807
376	376.0	114855
377	377.0	115474
378	378.0	113895
379	379.0	113803
380	380.0	113409
381	381.0	114206
382	382.0	112218
383	383.0	111699
384	384.0	112556
385	385.0	112555
386	386.0	111172
387	387.0	110471
388	388.0	110538
389	389.0	111159
390	390.0	109811
391	391.0	110027
392	392.0	108926
393	393.0	109988
394	394.0	108938
395	395.0	108522
396	396.0	107835
397	397.0	107954
398	398.0	106532
399	399.0	107129
400	400.0	107130
401	401.0	107306
402	402.0	105501
403	403.0	105580
404	404.0	105018
405	405.0	105558
406	406.0	104020
407	407.0	104471
408	408.0	102743
409	409.0	103104
410	410.0	102426
411	411.0	101645
412	412.0	100849
413	413.0	101305
414	414.0	99859
415	415.0	98687
416	416.0	98408
417	417.0	98352
418	418.0	97141
419	419.0	96104
420	420.0	96115
421	421.0	95945
422	422.0	95228
423	423.0	94540
424	424.0	93578
425	425.0	94196
426	426.0	92102
427	427.0	91906
428	428.0	91037
429	429.0	91497
430	430.0	89893
431	431.0	89449
432	432.0	88964
433	433.0	89164
434	434.0	87783
435	435.0	87783
436	436.0	87088
437	437.0	87476
438	438.0	87057
439	439.0	86453
440	440.0	86088
441	441.0	85662
442	442.0	85503
443	443.0	85148
444	444.0	84765
445	445.0	85527
446	446.0	84673
447	447.0	84883
448	448.0	84558
449	449.0	85367
450	450.0	84675
451	451.0	84389
452	452.0	84408
453	453.0	84750
454	454.0	83820
455	455.0	85558
456	456.0	84826
457	457.0	85268
458	458.0	85051
459	459.0	84929
460	460.0	84712
461	461.0	85927
462	462.0	85057
463	463.0	84787
464	464.0	85322
465	465.0	85860
466	466.0	85829
467	467.0	85453
468	468.0	85176
469	469.0	86130
470	470.0	85696
471	471.0	86336
472	472.0	85149
473	473.0	86305
474	474.0	85766
475	475.0	84992
476	476.0	85526
477	477.0	85519
478	478.0	84763
479	479.0	83677
480	480.0	83853
481	481.0	84734
482	482.0	83357
483	483.0	83890
484	484.0	83512
485	485.0	83786
486	486.0	82063
487	487.0	82647
488	488.0	81864
489	489.0	81821
490	490.0	80378
491	491.0	79920
492	492.0	79306
493	493.0	79632
494	494.0	78376
495	495.0	77485
496	496.0	76807
497	497.0	76315
498	498.0	75224
499	499.0	74494
500	500.0	73984
501	501.0	73740
502	502.0	72301
503	503.0	72205
504	504.0	70822
505	505.0	70442
506	506.0	69282
507	507.0	68357
508	508.0	67974
509	509.0	67931
510	510.0	66318
511	511.0	63950
512	512.0	64853
513	513.0	64933
514	514.0	63306
515	515.0	62539
516	516.0	62136
517	517.0	61978
518	518.0	60936
519	519.0	60734
520	520.0	59597
521	521.0	59950
522	522.0	59272
523	523.0	57778
524	524.0	58047
525	525.0	57661
526	526.0	56675
527	527.0	56579
528	528.0	56232
529	529.0	55919
530	530.0	55652
531	531.0	54791
532	532.0	54457
533	533.0	54919
534	534.0	54221
535	535.0	53971
536	536.0	53617
537	537.0	53988
538	538.0	53038
539	539.0	52883
540	540.0	52817
541	541.0	53018
542	542.0	52707
543	543.0	52364
544	544.0	51911
545	545.0	52250
546	546.0	51518
547	547.0	51518
548	548.0	51699
549	549.0	51918
550	550.0	51155
551	551.0	51177
552	552.0	51038
553	553.0	50896
554	554.0	50288
555	555.0	50030
556	556.0	50137
557	557.0	50339
558	558.0	49522
559	559.0	49388
560	560.0	50014
561	561.0	49647
562	562.0	49313
563	563.0	49234
564	564.0	49155
565	565.0	49421
566	566.0	48676
567	567.0	49009
568	568.0	48227
569	569.0	48368
570	570.0	47822
571	571.0	47891
572	572.0	48011
573	573.0	48470
574	574.0	47527
575	575.0	47237
576	576.0	46959
577	577.0	47222
578	578.0	46842
579	579.0	47021
580	580.0	46904
581	581.0	46884
582	582.0	46591
583	583.0	46614
584	584.0	45829
585	585.0	46116
586	586.0	46038
587	587.0	45632
588	588.0	45154
589	589.0	45809
590	590.0	45711
591	591.0	45034
592	592.0	44983
593	593.0	45452
594	594.0	44729
595	595.0	44427
596	596.0	44118
597	597.0	44750
598	598.0	43832
599	599.0	44515
600	600.0	44099
601	601.0	44156
602	602.0	44103
603	603.0	43349
604	604.0	43796
605	605.0	43974
606	606.0	43735
607	607.0	43056
608	608.0	43070
609	609.0	43183
610	610.0	43076
611	611.0	43513
612	612.0	42959
613	613.0	42864
614	614.0	42990
615	615.0	43432
616	616.0	42538
617	617.0	43077
618	618.0	42510
619	619.0	42319
620	620.0	42088
621	621.0	42597
622	622.0	42339
623	623.0	42019
624	624.0	41767
625	625.0	42491
626	626.0	42123
627	627.0	41645
628	628.0	41771
629	629.0	42478
630	630.0	41949
631	631.0	41757
632	632.0	41538
633	633.0	42134
634	634.0	41331
635	635.0	41751
636	636.0	41491
637	637.0	42038
638	638.0	41318
639	639.0	41476
640	640.0	41538
641	641.0	41647
642	642.0	40826
643	643.0	41512
644	644.0	40935
645	645.0	41524
646	646.0	41181
647	647.0	41142
648	648.0	40831
649	649.0	41104
650	650.0	40609
651	651.0	40485
652	652.0	40569
653	653.0	41142
654	654.0	40512
655	655.0	40578
656	656.0	40327
657	657.0	40661
658	658.0	40364
659	659.0	40271
660	660.0	39791
661	661.0	40580
662	662.0	39888
663	663.0	40300
664	664.0	40279
665	665.0	39914
666	666.0	39755
667	667.0	39516
668	668.0	39573
669	669.0	39896
670	670.0	39889
671	671.0	39371
672	672.0	39740
673	673.0	39863
674	674.0	39400
675	675.0	39298
676	676.0	39340
677	677.0	39638
678	678.0	39437
679	679.0	39502
680	680.0	39181
681	681.0	39722
682	682.0	39004
683	683.0	39355
684	684.0	38927
685	685.0	39404
686	686.0	38930
687	687.0	39443
688	688.0	39226
689	689.0	39568
690	690.0	39494
691	691.0	39565
692	692.0	39453
693	693.0	39674
694	694.0	39408
695	695.0	39938
696	696.0	39807
697	697.0	39909
698	698.0	39307
699	699.0	39391
700	700.0	39749
701	701.0	40019
702	702.0	39660
703	703.0	39292
704	704.0	39641
705	705.0	40137
706	706.0	39439
707	707.0	39318
708	708.0	39138
709	709.0	39535
710	710.0	39345
711	711.0	39532
712	712.0	39378
713	713.0	39518
714	714.0	39291
715	715.0	38926
716	716.0	38806
717	717.0	38934
718	718.0	38727
719	719.0	38750
720	720.0	38864
721	721.0	38466
722	722.0	38170
723	723.0	38108
724	724.0	38219
725	725.0	38200
726	726.0	37746
727	727.0	37444
728	728.0	37147
729	729.0	37419
730	730.0	36595
731	731.0	36671
732	732.0	36741
733	733.0	36640
734	734.0	36131
735	735.0	36063
736	736.0	35779
737	737.0	36203
738	738.0	35129
739	739.0	34981
740	740.0	35062
741	741.0	35639
742	742.0	34711
743	743.0	34691
744	744.0	34749
745	745.0	34471
746	746.0	34060
747	747.0	33562
748	748.0	33854
749	749.0	33955
750	750.0	33408
751	751.0	32906
752	752.0	33321
753	753.0	33586
754	754.0	32939
755	755.0	32887
756	756.0	33061
757	757.0	32980
758	758.0	32668
759	759.0	33066
760	760.0	32890
761	761.0	33039
762	762.0	32645
763	763.0	32667
764	764.0	32295
765	765.0	33009
766	766.0	32596
767	767.0	32657
768	768.0	32905
769	769.0	33078
770	770.0	32702
771	771.0	32972
772	772.0	32983
773	773.0	33755
774	774.0	33330
775	775.0	33749
776	776.0	33467
777	777.0	33809
778	778.0	33905
779	779.0	33893
780	780.0	33899
781	781.0	34353
782	782.0	34250
783	783.0	34538
784	784.0	34531
785	785.0	34997
786	786.0	34838
787	787.0	35204
788	788.0	35651
789	789.0	35884
790	790.0	36342
791	791.0	36365
792	792.0	36237
793	793.0	36680
794	794.0	36642
795	795.0	37182
796	796.0	36865
797	797.0	37945
798	798.0	37727
799	799.0	37531
800	800.0	38058
801	801.0	38523
802	802.0	38477
803	803.0	38775
804	804.0	38698
805	805.0	39062
806	806.0	39345
807	807.0	39662
808	808.0	39535
809	809.0	40021
810	810.0	40356
811	811.0	40400
812	812.0	40469
813	813.0	41166
814	814.0	41041
815	815.0	40643
816	816.0	40983
817	817.0	41536
818	818.0	41421
819	819.0	41130
820	820.0	41235
821	821.0	41866
822	822.0	41578
823	823.0	41828
824	824.0	41717
825	825.0	42762
826	826.0	41671
827	827.0	41648
828	828.0	41396
829	829.0	42287
830	830.0	41429
831	831.0	41177
832	832.0	41884
833	833.0	41957
834	834.0	41708
835	835.0	41376
836	836.0	41641
837	837.0	41370
838	838.0	41471
839	839.0	41287
840	840.0	41087
841	841.0	41173
842	842.0	40510
843	843.0	40104
844	844.0	40206
845	845.0	40562
846	846.0	39883
847	847.0	39384
848	848.0	39346
849	849.0	39458
850	850.0	39014
851	851.0	38616
852	852.0	38290
853	853.0	38639
854	854.0	38074
855	855.0	37876
856	856.0	37054
857	857.0	37219
858	858.0	36963
859	859.0	36578
860	860.0	36002
861	861.0	36060
862	862.0	35467
863	863.0	35018
864	864.0	34932
865	865.0	34782
866	866.0	34653
867	867.0	34027
868	868.0	33559
869	869.0	33500
870	870.0	32656
871	871.0	32516
872	872.0	32212
873	873.0	32186
874	874.0	31277
875	875.0	31250
876	876.0	31003
877	877.0	31065
878	878.0	30174
879	879.0	29814
880	880.0	29215
881	881.0	29432
882	882.0	28672
883	883.0	28388
884	884.0	28047
885	885.0	28111
886	886.0	27652
887	887.0	27241
888	888.0	26901
889	889.0	26878
890	890.0	26474
891	891.0	25845
892	892.0	25735
893	893.0	25748
894	894.0	25206
895	895.0	25199
896	896.0	24560
897	897.0	24530
898	898.0	24639
899	899.0	23967
900	900.0	23924
901	901.0	23926
902	902.0	23753
903	903.0	23421
904	904.0	22997
905	905.0	23344
906	906.0	23106
907	907.0	22625
908	908.0	22587
909	909.0	22520
910	910.0	22245
911	911.0	22186
912	912.0	21950
913	913.0	22488
914	914.0	21967
915	915.0	21769
916	916.0	21796
917	917.0	21709
918	918.0	21519
919	919.0	21640
920	920.0	21370
921	921.0	21348
922	922.0	21085
923	923.0	21007
924	924.0	21241
925	925.0	21090
926	926.0	20781
927	927.0	20911
928	928.0	21014
929	929.0	20920
930	930.0	20635
931	931.0	20484
932	932.0	20688
933	933.0	20683
934	934.0	20753
935	935.0	20769
936	936.0	20395
937	937.0	20783
938	938.0	20687
939	939.0	20165
940	940.0	20327
941	941.0	20414
942	942.0	20187
943	943.0	20028
944	944.0	20064
945	945.0	20343
946	946.0	20088
947	947.0	20061
948	948.0	19943
949	949.0	20454
950	950.0	19855
951	951.0	19898
952	952.0	19866
953	953.0	20267
954	954.0	19704
955	955.0	20001
956	956.0	19664
957	957.0	20036
958	958.0	19635
959	959.0	19580
960	960.0	19545
961	961.0	19601
962	962.0	19458
963	963.0	19370
964	964.0	19565
965	965.0	19727
966	966.0	19687
967	967.0	19647
968	968.0	19295
969	969.0	19667
970	970.0	19528
971	971.0	19379
972	972.0	19608
973	973.0	19722
974	974.0	19669
975	975.0	19623
976	976.0	19198
977	977.0	19712
978	978.0	19382
979	979.0	19432
980	980.0	19379
981	981.0	19615
982	982.0	19683
983	983.0	19292
984	984.0	19412
985	985.0	19707
986	986.0	19560
987	987.0	19261
988	988.0	19559
989	989.0	19459
990	990.0	19425
991	991.0	19367
992	992.0	19362
993	993.0	19790
994	994.0	19102
995	995.0	19365
996	996.0	19237
997	997.0	19647
998	998.0	19433
999	999.0	19353
1000	1000.0	19348
1001	1001.0	19852
1002	1002.0	19557
1003	1003.0	19674
1004	1004.0	19647
1005	1005.0	19661
1006	1006.0	19550
1007	1007.0	19608
1008	1008.0	19694
1009	1009.0	19536
1010	1010.0	19465
1011	1011.0	19671
1012	1012.0	19555
1013	1013.0	19725
1014	1014.0	19629
1015	1015.0	19613
1016	1016.0	19692
1017	1017.0	19782
1018	1018.0	19450
1019	1019.0	19337
1020	1020.0	19309
1021	1021.0	19741
1022	1022.0	19500
1023	1023.0	18819
1024	1024.0	19462
1025	1025.0	19604
1026	1026.0	19347
1027	1027.0	19585
1028	1028.0	19564
1029	1029.0	19334
1030	1030.0	19333
1031	1031.0	19460
1032	1032.0	19169
1033	1033.0	19476
1034	1034.0	19154
1035	1035.0	19315
1036	1036.0	19319
1037	1037.0	19091
1038	1038.0	19437
1039	1039.0	19365
1040	1040.0	19273
1041	1041.0	19400
1042	1042.0	19004
1043	1043.0	19059
1044	1044.0	19116
1045	1045.0	19501
1046	1046.0	19047
1047	1047.0	19124
1048	1048.0	19003
1049	1049.0	19040
1050	1050.0	19009
1051	1051.0	18752
1052	1052.0	19046
1053	1053.0	19016
1054	1054.0	18880
1055	1055.0	18670
1056	1056.0	18890
1057	1057.0	19073
1058	1058.0	18652
1059	1059.0	18849
1060	1060.0	18820
1061	1061.0	18795
1062	1062.0	18790
1063	1063.0	18764
1064	1064.0	18652
1065	1065.0	18807
1066	1066.0	18746
1067	1067.0	18681
1068	1068.0	18474
1069	1069.0	18672
1070	1070.0	18795
1071	1071.0	18536
1072	1072.0	18484
1073	1073.0	18713
1074	1074.0	18567
1075	1075.0	18520
1076	1076.0	18471
1077	1077.0	18426
1078	1078.0	18109
1079	1079.0	18692
1080	1080.0	18525
1081	1081.0	18517
1082	1082.0	18392
1083	1083.0	18311
1084	1084.0	18421
1085	1085.0	18349
1086	1086.0	18240
1087	1087.0	18182
1088	1088.0	18339
1089	1089.0	18353
1090	1090.0	17958
1091	1091.0	18132
1092	1092.0	18207
1093	1093.0	18317
1094	1094.0	18109
1095	1095.0	18270
1096	1096.0	18052
1097	1097.0	18108
1098	1098.0	17841
1099	1099.0	17863
1100	1100.0	17840
1101	1101.0	17929
1102	1102.0	17896
1103	1103.0	17771
1104	1104.0	17694
1105	1105.0	17982
1106	1106.0	17696
1107	1107.0	17472
1108	1108.0	17622
1109	1109.0	18043
1110	1110.0	17572
1111	1111.0	17700
1112	1112.0	17254
1113	1113.0	17366
1114	1114.0	17322
1115	1115.0	17184
1116	1116.0	17036
1117	1117.0	17341
1118	1118.0	17183
1119	1119.0	16798
1120	1120.0	16928
1121	1121.0	17065
1122	1122.0	16929
1123	1123.0	16670
1124	1124.0	17101
1125	1125.0	17013
1126	1126.0	16585
1127	1127.0	16604
1128	1128.0	16505
1129	1129.0	16578
1130	1130.0	16574
1131	1131.0	16165
1132	1132.0	16394
1133	1133.0	16438
1134	1134.0	16297
1135	1135.0	16210
1136	1136.0	16317
1137	1137.0	16282
1138	1138.0	16333
1139	1139.0	16251
1140	1140.0	16149
1141	1141.0	16039
1142	1142.0	15975
1143	1143.0	16038
1144	1144.0	16125
1145	1145.0	15958
1146	1146.0	16063
1147	1147.0	15808
1148	1148.0	15777
1149	1149.0	15946
1150	1150.0	15845
1151	1151.0	15808
1152	1152.0	16002
1153	1153.0	15773
1154	1154.0	15655
1155	1155.0	15611
1156	1156.0	15712
1157	1157.0	15790
1158	1158.0	15530
1159	1159.0	15513
1160	1160.0	15606
1161	1161.0	15755
1162	1162.0	15699
1163	1163.0	15456
1164	1164.0	15620
1165	1165.0	15809
1166	1166.0	15067
1167	1167.0	15138
1168	1168.0	15637
1169	1169.0	15331
1170	1170.0	15361
1171	1171.0	15449
1172	1172.0	15353
1173	1173.0	15456
1174	1174.0	15566
1175	1175.0	15483
1176	1176.0	15098
1177	1177.0	15794
1178	1178.0	15188
1179	1179.0	15125
1180	1180.0	15262
1181	1181.0	15482
1182	1182.0	15594
1183	1183.0	15285
1184	1184.0	15355
1185	1185.0	15619
1186	1186.0	15272
1187	1187.0	15291
1188	1188.0	15247
1189	1189.0	15485
1190	1190.0	15455
1191	1191.0	15560
1192	1192.0	15366
1193	1193.0	15605
1194	1194.0	15192
1195	1195.0	15289
1196	1196.0	15354
1197	1197.0	15471
1198	1198.0	15346
1199	1199.0	15282
1200	1200.0	15292
1201	1201.0	15450
1202	1202.0	15495
1203	1203.0	15378
1204	1204.0	15611
1205	1205.0	15697
1206	1206.0	15369
1207	1207.0	15879
1208	1208.0	15535
1209	1209.0	15905
1210	1210.0	15717
1211	1211.0	15564
1212	1212.0	15638
1213	1213.0	16014
1214	1214.0	15773
1215	1215.0	15689
1216	1216.0	15651
1217	1217.0	15792
1218	1218.0	15914
1219	1219.0	15718
1220	1220.0	15886
1221	1221.0	16038
1222	1222.0	15991
1223	1223.0	16000
1224	1224.0	16133
1225	1225.0	16383
1226	1226.0	16293
1227	1227.0	16063
1228	1228.0	16266
1229	1229.0	16515
1230	1230.0	16414
1231	1231.0	16367
1232	1232.0	16584
1233	1233.0	16221
1234	1234.0	16847
1235	1235.0	16548
1236	1236.0	16522
1237	1237.0	17006
1238	1238.0	16816
1239	1239.0	17067
1240	1240.0	17031
1241	1241.0	17092
1242	1242.0	16887
1243	1243.0	17034
1244	1244.0	17323
1245	1245.0	17483
1246	1246.0	17306
1247	1247.0	17062
1248	1248.0	17572
1249	1249.0	17592
1250	1250.0	17557
1251	1251.0	17698
1252	1252.0	17727
1253	1253.0	17477
1254	1254.0	17933
1255	1255.0	18072
1256	1256.0	18012
1257	1257.0	18201
1258	1258.0	18059
1259	1259.0	18169
1260	1260.0	18215
1261	1261.0	18321
1262	1262.0	18217
1263	1263.0	18497
1264	1264.0	18393
1265	1265.0	18669
1266	1266.0	18762
1267	1267.0	18489
1268	1268.0	18419
1269	1269.0	19075
1270	1270.0	18648
1271	1271.0	18571
1272	1272.0	18664
1273	1273.0	19116
1274	1274.0	18732
1275	1275.0	18626
1276	1276.0	18774
1277	1277.0	18927
1278	1278.0	18941
1279	1279.0	18363
1280	1280.0	18657
1281	1281.0	18986
1282	1282.0	18885
1283	1283.0	18957
1284	1284.0	18892
1285	1285.0	18959
1286	1286.0	19014
1287	1287.0	18941
1288	1288.0	18981
1289	1289.0	19225
1290	1290.0	18789
1291	1291.0	18628
1292	1292.0	18626
1293	1293.0	18972
1294	1294.0	18516
1295	1295.0	18586
1296	1296.0	18764
1297	1297.0	18662
1298	1298.0	18806
1299	1299.0	18502
1300	1300.0	18332
1301	1301.0	18678
1302	1302.0	18217
1303	1303.0	18321
1304	1304.0	18382
1305	1305.0	18516
1306	1306.0	18347
1307	1307.0	18131
1308	1308.0	18005
1309	1309.0	18278
1310	1310.0	17900
1311	1311.0	17920
1312	1312.0	18093
1313	1313.0	18102
1314	1314.0	17836
1315	1315.0	17649
1316	1316.0	17764
1317	1317.0	17747
1318	1318.0	17713
1319	1319.0	17843
1320	1320.0	17639
1321	1321.0	17570
1322	1322.0	17599
1323	1323.0	17567
1324	1324.0	17473
1325	1325.0	17748
1326	1326.0	17368
1327	1327.0	17368
1328	1328.0	17459
1329	1329.0	17288
1330	1330.0	17270
1331	1331.0	17001
1332	1332.0	17198
1333	1333.0	17169
1334	1334.0	16942
1335	1335.0	17140
1336	1336.0	16936
1337	1337.0	17060
1338	1338.0	17069
1339	1339.0	16674
1340	1340.0	16732
1341	1341.0	16994
1342	1342.0	16615
1343	1343.0	16661
1344	1344.0	16703
1345	1345.0	17035
1346	1346.0	16728
1347	1347.0	16822
1348	1348.0	16729
1349	1349.0	16828
1350	1350.0	16571
1351	1351.0	16633
1352	1352.0	16167
1353	1353.0	16234
1354	1354.0	16287
1355	1355.0	16284
1356	1356.0	16353
1357	1357.0	16202
1358	1358.0	16197
1359	1359.0	15898
1360	1360.0	16069
1361	1361.0	16117
1362	1362.0	15973
1363	1363.0	15751
1364	1364.0	15954
1365	1365.0	15783
1366	1366.0	15622
1367	1367.0	15723
1368	1368.0	15420
1369	1369.0	15835
1370	1370.0	15632
1371	1371.0	15461
1372	1372.0	15438
1373	1373.0	15448
1374	1374.0	15156
1375	1375.0	14892
1376	1376.0	14985
1377	1377.0	15092
1378	1378.0	14895
1379	1379.0	14742
1380	1380.0	14706
1381	1381.0	14478
1382	1382.0	14554
1383	1383.0	14380
1384	1384.0	14408
1385	1385.0	14134
1386	1386.0	13948
1387	1387.0	13869
1388	1388.0	13891
1389	1389.0	13932
1390	1390.0	13670
1391	1391.0	13807
1392	1392.0	13704
1393	1393.0	13580
1394	1394.0	13314
1395	1395.0	13263
1396	1396.0	13203
1397	1397.0	13088
1398	1398.0	12957
1399	1399.0	13071
1400	1400.0	12961
1401	1401.0	12663
1402	1402.0	12568
1403	1403.0	12637
1404	1404.0	12425
1405	1405.0	12601
1406	1406.0	12152
1407	1407.0	12161
